Sector,Area,Basis,Measure,Units,Year,Value
Private nonfarm,Georgia,All workers,Hourly compensation,% Change from previous year,2011,3.3
Private nonfarm,Georgia,All workers,Hourly compensation,% Change from previous year,2012,0.9
Private nonfarm,Georgia,All workers,Hourly compensation,% Change from previous year,2013,1.9
Private nonfarm,Georgia,All workers,Hourly compensation,% Change from previous year,2014,2.8
Private nonfarm,Georgia,All workers,Hourly compensation,% Change from previous year,2015,2.4
Private nonfarm,Georgia,All workers,Hourly compensation,% Change from previous year,2016,2.5
Private nonfarm,Georgia,All workers,Hourly compensation,% Change from previous year,2017,3.6
Private nonfarm,Georgia,All workers,Hourly compensation,% Change from previous year,2018,2.3
Private nonfarm,Georgia,All workers,Hourly compensation,% Change from previous year,2019,3.0
Private nonfarm,Georgia,All workers,Hourly compensation,% Change from previous year,2020,7.6
Private nonfarm,Georgia,All workers,Hourly compensation,% Change from previous year,2021,4.4
Private nonfarm,Georgia,All workers,Hourly compensation,% Change from previous year,2022,7.7
Private nonfarm,Hawaii,All workers,Hourly compensation,% Change from previous year,2007,N.A.
Private nonfarm,Hawaii,All workers,Hourly compensation,% Change from previous year,2008,4.0
Private nonfarm,Hawaii,All workers,Hourly compensation,% Change from previous year,2009,1.3
Private nonfarm,Hawaii,All workers,Hourly compensation,% Change from previous year,2010,0.9
Private nonfarm,Hawaii,All workers,Hourly compensation,% Change from previous year,2011,0.8
Private nonfarm,Hawaii,All workers,Hourly compensation,% Change from previous year,2012,-0.2
Private nonfarm,Hawaii,All workers,Hourly compensation,% Change from previous year,2013,4.0
Private nonfarm,Hawaii,All workers,Hourly compensation,% Change from previous year,2014,1.3
Private nonfarm,Hawaii,All workers,Hourly compensation,% Change from previous year,2015,5.0
Private nonfarm,Hawaii,All workers,Hourly compensation,% Change from previous year,2016,4.3
Private nonfarm,Hawaii,All workers,Hourly compensation,% Change from previous year,2017,1.8
Private nonfarm,Hawaii,All workers,Hourly compensation,% Change from previous year,2018,4.0
Private nonfarm,Hawaii,All workers,Hourly compensation,% Change from previous year,2019,4.1
Private nonfarm,Hawaii,All workers,Hourly compensation,% Change from previous year,2020,10.1
Private nonfarm,Hawaii,All workers,Hourly compensation,% Change from previous year,2021,2.0
Private nonfarm,Hawaii,All workers,Hourly compensation,% Change from previous year,2022,2.9
Private nonfarm,Idaho,All workers,Hourly compensation,% Change from previous year,2007,N.A.
Private nonfarm,Idaho,All workers,Hourly compensation,% Change from previous year,2008,2.3
Private nonfarm,Idaho,All workers,Hourly compensation,% Change from previous year,2009,1.6
Private nonfarm,Idaho,All workers,Hourly compensation,% Change from previous year,2010,2.9
Private nonfarm,Idaho,All workers,Hourly compensation,% Change from previous year,2011,-0.6
Private nonfarm,Idaho,All workers,Hourly compensation,% Change from previous year,2012,0.6
Private nonfarm,Idaho,All workers,Hourly compensation,% Change from previous year,2013,4.4
Private nonfarm,Idaho,All workers,Hourly compensation,% Change from previous year,2014,1.9
Private nonfarm,Idaho,All workers,Hourly compensation,% Change from previous year,2015,2.3
Private nonfarm,Idaho,All workers,Hourly compensation,% Change from previous year,2016,3.4
Private nonfarm,Idaho,All workers,Hourly compensation,% Change from previous year,2017,2.0
Private nonfarm,Idaho,All workers,Hourly compensation,% Change from previous year,2018,3.5
Private nonfarm,Idaho,All workers,Hourly compensation,% Change from previous year,2019,4.5
Private nonfarm,Idaho,All workers,Hourly compensation,% Change from previous year,2020,7.0
Private nonfarm,Idaho,All workers,Hourly compensation,% Change from previous year,2021,5.7
Private nonfarm,Idaho,All workers,Hourly compensation,% Change from previous year,2022,10.8
Private nonfarm,Illinois,All workers,Hourly compensation,% Change from previous year,2007,N.A.
Private nonfarm,Illinois,All workers,Hourly compensation,% Change from previous year,2008,2.8
Private nonfarm,Illinois,All workers,Hourly compensation,% Change from previous year,2009,-0.2
Private nonfarm,Illinois,All workers,Hourly compensation,% Change from previous year,2010,1.2
Private nonfarm,Illinois,All workers,Hourly compensation,% Change from previous year,2011,2.4
Private nonfarm,Illinois,All workers,Hourly compensation,% Change from previous year,2012,2.0
Private nonfarm,Illinois,All workers,Hourly compensation,% Change from previous year,2013,1.4
Private nonfarm,Illinois,All workers,Hourly compensation,% Change from previous year,2014,2.0
Private nonfarm,Illinois,All workers,Hourly compensation,% Change from previous year,2015,3.9
Private nonfarm,Illinois,All workers,Hourly compensation,% Change from previous year,2016,1.3
Private nonfarm,Illinois,All workers,Hourly compensation,% Change from previous year,2017,3.1
Private nonfarm,Illinois,All workers,Hourly compensation,% Change from previous year,2018,4.0
Private nonfarm,Illinois,All workers,Hourly compensation,% Change from previous year,2019,3.2
Private nonfarm,Illinois,All workers,Hourly compensation,% Change from previous year,2020,5.8
Private nonfarm,Illinois,All workers,Hourly compensation,% Change from previous year,2021,4.9
Private nonfarm,Illinois,All workers,Hourly compensation,% Change from previous year,2022,6.3
Private nonfarm,Indiana,All workers,Hourly compensation,% Change from previous year,2007,N.A.
Private nonfarm,Indiana,All workers,Hourly compensation,% Change from previous year,2008,3.9
Private nonfarm,Indiana,All workers,Hourly compensation,% Change from previous year,2009,-0.3
Private nonfarm,Indiana,All workers,Hourly compensation,% Change from previous year,2010,1.4
Private nonfarm,Indiana,All workers,Hourly compensation,% Change from previous year,2011,2.2
Private nonfarm,Indiana,All workers,Hourly compensation,% Change from previous year,2012,3.7
Private nonfarm,Indiana,All workers,Hourly compensation,% Change from previous year,2013,1.2
Private nonfarm,Indiana,All workers,Hourly compensation,% Change from previous year,2014,2.3
Private nonfarm,Indiana,All workers,Hourly compensation,% Change from previous year,2015,2.5
Private nonfarm,Indiana,All workers,Hourly compensation,% Change from previous year,2016,1.9
Private nonfarm,Indiana,All workers,Hourly compensation,% Change from previous year,2017,2.1
Private nonfarm,Indiana,All workers,Hourly compensation,% Change from previous year,2018,3.9
Private nonfarm,Indiana,All workers,Hourly compensation,% Change from previous year,2019,1.8
Private nonfarm,Indiana,All workers,Hourly compensation,% Change from previous year,2020,7.0
Private nonfarm,Indiana,All workers,Hourly compensation,% Change from previous year,2021,3.8
Private nonfarm,Indiana,All workers,Hourly compensation,% Change from previous year,2022,8.1
Private nonfarm,Iowa,All workers,Hourly compensation,% Change from previous year,2007,N.A.
Private nonfarm,Iowa,All workers,Hourly compensation,% Change from previous year,2008,4.7
Private nonfarm,Iowa,All workers,Hourly compensation,% Change from previous year,2009,2.1
Private nonfarm,Iowa,All workers,Hourly compensation,% Change from previous year,2010,-0.3
Private nonfarm,Iowa,All workers,Hourly compensation,% Change from previous year,2011,2.7
Private nonfarm,Iowa,All workers,Hourly compensation,% Change from previous year,2012,2.5
Private nonfarm,Iowa,All workers,Hourly compensation,% Change from previous year,2013,0.8
Private nonfarm,Iowa,All workers,Hourly compensation,% Change from previous year,2014,2.2
Private nonfarm,Iowa,All workers,Hourly compensation,% Change from previous year,2015,4.3
Private nonfarm,Iowa,All workers,Hourly compensation,% Change from previous year,2016,2.7
Private nonfarm,Iowa,All workers,Hourly compensation,% Change from previous year,2017,2.6
Private nonfarm,Iowa,All workers,Hourly compensation,% Change from previous year,2018,4.0
Private nonfarm,Iowa,All workers,Hourly compensation,% Change from previous year,2019,2.3
Private nonfarm,Iowa,All workers,Hourly compensation,% Change from previous year,2020,7.0
Private nonfarm,Iowa,All workers,Hourly compensation,% Change from previous year,2021,3.4
Private nonfarm,Iowa,All workers,Hourly compensation,% Change from previous year,2022,8.6
Private nonfarm,Kansas,All workers,Hourly compensation,% Change from previous year,2007,N.A.
Private nonfarm,Kansas,All workers,Hourly compensation,% Change from previous year,2008,3.6
Private nonfarm,Kansas,All workers,Hourly compensation,% Change from previous year,2009,0.5
Private nonfarm,Kansas,All workers,Hourly compensation,% Change from previous year,2010,3.9
Private nonfarm,Kansas,All workers,Hourly compensation,% Change from previous year,2011,1.2
Private nonfarm,Kansas,All workers,Hourly compensation,% Change from previous year,2012,0.6
Private nonfarm,Kansas,All workers,Hourly compensation,% Change from previous year,2013,3.2
Private nonfarm,Kansas,All workers,Hourly compensation,% Change from previous year,2014,1.9
Private nonfarm,Kansas,All workers,Hourly compensation,% Change from previous year,2015,4.9
Private nonfarm,Kansas,All workers,Hourly compensation,% Change from previous year,2016,1.3
Private nonfarm,Kansas,All workers,Hourly compensation,% Change from previous year,2017,2.1
Private nonfarm,Kansas,All workers,Hourly compensation,% Change from previous year,2018,3.4
Private nonfarm,Kansas,All workers,Hourly compensation,% Change from previous year,2019,2.3
Private nonfarm,Kansas,All workers,Hourly compensation,% Change from previous year,2020,8.5
Private nonfarm,Kansas,All workers,Hourly compensation,% Change from previous year,2021,2.6
Private nonfarm,Kansas,All workers,Hourly compensation,% Change from previous year,2022,5.6
Private nonfarm,Kentucky,All workers,Hourly compensation,% Change from previous year,2007,N.A.
Private nonfarm,Kentucky,All workers,Hourly compensation,% Change from previous year,2008,3.9
Private nonfarm,Kentucky,All workers,Hourly compensation,% Change from previous year,2009,4.4
Private nonfarm,Kentucky,All workers,Hourly compensation,% Change from previous year,2010,2.5
Private nonfarm,Kentucky,All workers,Hourly compensation,% Change from previous year,2011,3.8
Private nonfarm,Kentucky,All workers,Hourly compensation,% Change from previous year,2012,3.6
Private nonfarm,Kentucky,All workers,Hourly compensation,% Change from previous year,2013,0.3
Private nonfarm,Kentucky,All workers,Hourly compensation,% Change from previous year,2014,1.6
Private nonfarm,Kentucky,All workers,Hourly compensation,% Change from previous year,2015,2.0
Private nonfarm,Kentucky,All workers,Hourly compensation,% Change from previous year,2016,1.9
Private nonfarm,Kentucky,All workers,Hourly compensation,% Change from previous year,2017,3.4
Private nonfarm,Kentucky,All workers,Hourly compensation,% Change from previous year,2018,3.2
Private nonfarm,Kentucky,All workers,Hourly compensation,% Change from previous year,2019,2.9
Private nonfarm,Kentucky,All workers,Hourly compensation,% Change from previous year,2020,6.3
Private nonfarm,Kentucky,All workers,Hourly compensation,% Change from previous year,2021,4.3
Private nonfarm,Kentucky,All workers,Hourly compensation,% Change from previous year,2022,8.3
Private nonfarm,Louisiana,All workers,Hourly compensation,% Change from previous year,2007,N.A.
