"Annual labor productivity by state and region, N.A. = data not available",,,,,,,,,,,,,,,,,,,,
"Data released May 25, 2023; Bureau of Labor Statistics, Office of Productivity and Technology",,,,,,,,,,,,,,,,,,,,
Sector,Area,Basis,Measure,Units,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Private nonfarm,Wyoming,All workers,Real labor compensation,Index (2012=100),102.778,107.577,96.561,97.516,96.423,100.000,101.044,105.656,101.719,92.921,93.869,102.011,103.429,100.267,104.197,104.358
Private nonfarm,Wyoming,All workers,Unit labor costs,Index (2012=100),83.977,86.501,81.944,87.295,91.920,100.000,102.646,108.031,101.649,101.700,105.768,109.437,112.837,115.385,123.909,133.859
Private nonfarm,Wyoming,All workers,Employment,Thousands of jobs,248.0,256.2,241.3,233.4,236.8,241.5,242.8,252.0,245.5,235.5,233.6,237.1,240.7,226.5,234.9,236.4
Private nonfarm,Wyoming,All workers,Hours worked,Millions of hours,452.088,475.261,431.450,428.296,434.858,444.595,445.713,464.682,438.522,397.102,405.186,420.096,434.790,391.112,411.059,419.115
Private nonfarm,Wyoming,All workers,Real labor compensation,Millions of 2012 dollars,"13,886.685","14,535.088","13,046.797","13,175.758","13,028.111","13,511.391","13,652.510","14,275.605","13,743.714","12,554.963","12,682.982","13,783.060","13,974.689","13,547.524","14,078.432","14,100.279"
Private nonfarm,Wyoming,All workers,Value-added output,Millions of current dollars,"30,442.993","35,781.304","28,825.629","29,962.960","31,612.112","30,523.590","30,545.452","31,328.879","29,244.939","26,554.727","27,636.991","29,634.439","29,870.239","26,773.502","31,682.060","37,101.497"
Private nonfarm,Wyoming,All workers,Labor compensation,Millions of current dollars,"11,990.536","13,037.634","11,775.495","11,938.433","12,399.780","13,087.881","13,366.083","14,365.532","13,862.594","12,808.655","13,112.429","13,861.275","14,564.684","13,924.921","15,164.729","16,432.072"
Private nonfarm,Wyoming,All workers,Real hourly compensation,2012 dollars per hour worked,30.717,30.583,30.239,30.763,29.959,30.390,30.631,30.721,31.341,31.617,31.302,32.809,32.141,34.638,34.249,33.643
Private nonfarm,Wyoming,All workers,Hourly compensation,Current dollars per hour worked,26.523,27.433,27.293,27.874,28.515,29.438,29.988,30.915,31.612,32.255,32.361,32.995,33.498,35.603,36.892,39.207
Private nonfarm,Wyoming,All workers,Labor productivity,% Change from previous year,N.A.,0.4,5.0,-4.1,-2.8,-5.1,-0.8,-2.0,8.7,2.0,-3.5,-1.5,-1.5,3.9,-3.5,-1.6
Private nonfarm,Wyoming,All workers,Real value-added output,% Change from previous year,N.A.,5.6,-4.7,-4.8,-1.4,-3.0,-0.5,2.1,2.6,-7.6,-1.6,2.2,1.9,-6.5,1.4,0.3
Private nonfarm,Wyoming,All workers,Hours worked,% Change from previous year,N.A.,5.1,-9.2,-0.7,1.5,2.2,0.3,4.3,-5.6,-9.4,2.0,3.7,3.5,-10.0,5.1,2.0
Private nonfarm,Wyoming,All workers,Employment,% Change from previous year,N.A.,3.3,-5.8,-3.2,1.4,2.0,0.5,3.8,-2.6,-4.1,-0.8,1.5,1.5,-5.9,3.7,0.6
Private nonfarm,Wyoming,All workers,Output per worker,% Change from previous year,N.A.,2.2,1.2,-1.6,-2.8,-4.9,-1.0,-1.6,5.2,-3.7,-0.8,0.7,0.4,-0.7,-2.2,-0.3
Private nonfarm,Wyoming,All workers,Real hourly compensation,% Change from previous year,N.A.,-0.4,-1.1,1.7,-2.6,1.4,0.8,0.3,2.0,0.9,-1.0,4.8,-2.0,7.8,-1.1,-1.8
Private nonfarm,Wyoming,All workers,Hourly compensation,% Change from previous year,N.A.,3.4,-0.5,2.1,2.3,3.2,1.9,3.1,2.3,2.0,0.3,2.0,1.5,6.3,3.6,6.3
Private nonfarm,Wyoming,All workers,Value-added output,% Change from previous year,N.A.,17.5,-19.4,3.9,5.5,-3.4,0.1,2.6,-6.7,-9.2,4.1,7.2,0.8,-10.4,18.3,17.1
Private nonfarm,Wyoming,All workers,Value-added output price deflator,% Change from previous year,N.A.,11.3,-15.5,9.2,7.0,-0.5,0.6,0.4,-9.0,-1.7,5.7,5.0,-1.1,-4.1,16.7,16.8
Private nonfarm,Wyoming,All workers,Labor compensation,% Change from previous year,N.A.,8.7,-9.7,1.4,3.9,5.5,2.1,7.5,-3.5,-7.6,2.4,5.7,5.1,-4.4,8.9,8.4
Private nonfarm,Wyoming,All workers,Real labor compensation,% Change from previous year,N.A.,4.7,-10.2,1.0,-1.1,3.7,1.0,4.6,-3.7,-8.6,1.0,8.7,1.4,-3.1,3.9,0.2
Private nonfarm,Wyoming,All workers,Unit labor costs,% Change from previous year,N.A.,3.0,-5.3,6.5,5.3,8.8,2.6,5.2,-5.9,0.1,4.0,3.5,3.1,2.3,7.4,8.0
Private nonfarm,Midwest,All workers,Labor productivity,Index (2012=100),94.376,95.173,97.010,100.074,100.009,100.000,99.843,101.595,101.647,102.048,102.015,103.699,104.774,107.922,111.044,110.183
Private nonfarm,Midwest,All workers,Real value-added output,Index (2012=100),97.855,96.494,91.302,94.787,97.398,100.000,101.086,104.512,106.448,107.273,108.502,110.975,112.499,107.897,115.324,117.300
Private nonfarm,Midwest,All workers,Hours worked,Index (2012=100),103.685,101.388,94.116,94.717,97.390,100.000,101.244,102.871,104.722,105.120,106.359,107.017,107.372,99.977,103.854,106.459
Private nonfarm,Midwest,All workers,Employment,Index (2012=100),104.294,102.782,97.486,96.678,98.377,100.000,101.429,102.664,104.853,105.815,106.831,107.772,108.623,101.801,104.549,107.676
Private nonfarm,Midwest,All workers,Output per worker,Index (2012=100),93.826,93.882,93.657,98.044,99.005,100.000,99.662,101.800,101.521,101.378,101.564,102.972,103.568,105.988,110.306,108.938
Private nonfarm,Midwest,All workers,Real hourly compensation,Index (2012=100),102.588,102.160,102.471,101.189,100.428,100.000,100.017,100.597,104.925,105.270,106.824,106.867,108.272,115.142,113.365,111.212
Private nonfarm,Midwest,All workers,Hourly compensation,Index (2012=100),91.408,94.527,95.605,96.425,98.209,100.000,101.510,103.932,107.330,109.078,112.321,116.549,120.344,128.707,133.129,141.283
Private nonfarm,Midwest,All workers,Value-added output price deflator,Index (2012=100),91.516,92.725,95.211,95.834,97.425,100.000,101.777,103.693,105.866,107.089,108.651,111.008,113.197,114.698,118.896,127.325
Private nonfarm,Midwest,All workers,Labor compensation,Index (2012=100),94.776,95.839,89.979,91.331,95.646,100.000,102.773,106.915,112.399,114.663,119.463,124.727,129.216,128.677,138.259,150.409
Private nonfarm,Midwest,All workers,Real labor compensation,Index (2012=100),106.369,103.578,96.442,95.843,97.806,100.000,101.261,103.486,109.880,110.660,113.616,114.366,116.254,115.115,117.734,118.396
Private nonfarm,Midwest,All workers,Unit labor costs,Index (2012=100),96.854,99.321,98.551,96.354,98.201,100.000,101.669,102.300,105.590,106.889,110.102,112.392,114.860,119.259,119.888,128.226
Private nonfarm,Midwest,All workers,Employment,Thousands of jobs,29197.9,28774.7,27292.0,27065.7,27541.4,27995.8,28395.8,28741.5,29354.4,29623.9,29908.3,30171.7,30410.0,28500.0,29269.4,30144.7
Private nonfarm,Midwest,All workers,Hours worked,Millions of hours,"49,728.051","48,626.167","45,138.545","45,426.678","46,708.637","47,960.480","48,557.185","49,337.454","50,225.401","50,416.154","51,010.240","51,325.854","51,496.332","47,949.292","49,808.829","51,058.468"
Private nonfarm,Midwest,All workers,Real labor compensation,Millions of 2012 dollars,"1,759,014.730","1,712,871.093","1,594,861.121","1,584,959.906","1,617,418.662","1,653,696.741","1,674,552.038","1,711,337.557","1,817,081.375","1,829,976.274","1,878,870.583","1,891,268.770","1,922,487.282","1,903,648.413","1,946,966.931","1,957,911.596"
Private nonfarm,Midwest,All workers,Value-added output,Millions of current dollars,"2,397,660.639","2,395,533.394","2,327,434.043","2,432,058.900","2,540,558.406","2,677,362.190","2,754,528.970","2,901,506.553","3,017,159.535","3,075,699.147","3,156,322.244","3,298,282.590","3,409,500.098","3,313,399.447","3,671,077.551","3,998,683.880"
Private nonfarm,Midwest,All workers,Labor compensation,Millions of current dollars,"1,491,817.364","1,508,543.067","1,416,310.489","1,437,585.491","1,505,505.335","1,574,038.189","1,617,682.846","1,682,890.191","1,769,197.371","1,804,839.976","1,880,392.746","1,963,245.823","2,033,911.171","2,025,427.886","2,176,253.529","2,367,497.118"
Private nonfarm,Midwest,All workers,Real hourly compensation,2012 dollars per hour worked,35.373,35.225,35.333,34.891,34.628,34.480,34.486,34.686,36.179,36.297,36.833,36.848,37.333,39.701,39.089,38.346
Private nonfarm,Midwest,All workers,Hourly compensation,Current dollars per hour worked,30.000,31.023,31.377,31.646,32.232,32.819,33.315,34.110,35.225,35.799,36.863,38.251,39.496,42.241,43.692,46.368
Private nonfarm,Midwest,All workers,Labor productivity,% Change from previous year,N.A.,0.8,1.9,3.2,-0.1,0.0,-0.2,1.8,0.1,0.4,0.0,1.7,1.0,3.0,2.9,-0.8
Private nonfarm,Midwest,All workers,Real value-added output,% Change from previous year,N.A.,-1.4,-5.4,3.8,2.8,2.7,1.1,3.4,1.9,0.8,1.1,2.3,1.4,-4.1,6.9,1.7
Private nonfarm,Midwest,All workers,Hours worked,% Change from previous year,N.A.,-2.2,-7.2,0.6,2.8,2.7,1.2,1.6,1.8,0.4,1.2,0.6,0.3,-6.9,3.9,2.5
Private nonfarm,Midwest,All workers,Employment,% Change from previous year,N.A.,-1.4,-5.2,-0.8,1.8,1.7,1.4,1.2,2.1,0.9,1.0,0.9,0.8,-6.3,2.7,3.0
Private nonfarm,Midwest,All workers,Output per worker,% Change from previous year,N.A.,0.1,-0.2,4.7,1.0,1.0,-0.3,2.1,-0.3,-0.1,0.2,1.4,0.6,2.3,4.1,-1.2
Private nonfarm,Midwest,All workers,Real hourly compensation,% Change from previous year,N.A.,-0.4,0.3,-1.3,-0.8,-0.4,0.0,0.6,4.3,0.3,1.5,0.0,1.3,6.3,-1.5,-1.9
Private nonfarm,Midwest,All workers,Hourly compensation,% Change from previous year,N.A.,3.4,1.1,0.9,1.9,1.8,1.5,2.4,3.3,1.6,3.0,3.8,3.3,7.0,3.4,6.1
Private nonfarm,Midwest,All workers,Value-added output,% Change from previous year,N.A.,-0.1,-2.8,4.5,4.5,5.4,2.9,5.3,4.0,1.9,2.6,4.5,3.4,-2.8,10.8,8.9
Private nonfarm,Midwest,All workers,Value-added output price deflator,% Change from previous year,N.A.,1.3,2.7,0.7,1.7,2.6,1.8,1.9,2.1,1.2,1.5,2.2,2.0,1.3,3.7,7.1
Private nonfarm,Midwest,All workers,Labor compensation,% Change from previous year,N.A.,1.1,-6.1,1.5,4.7,4.6,2.8,4.0,5.1,2.0,4.2,4.4,3.6,-0.4,7.4,8.8
Private nonfarm,Midwest,All workers,Real labor compensation,% Change from previous year,N.A.,-2.6,-6.9,-0.6,2.0,2.2,1.3,2.2,6.2,0.7,2.7,0.7,1.7,-1.0,2.3,0.6
Private nonfarm,Midwest,All workers,Unit labor costs,% Change from previous year,N.A.,2.5,-0.8,-2.2,1.9,1.8,1.7,0.6,3.2,1.2,3.0,2.1,2.2,3.8,0.5,7.0
Private nonfarm,Northeast,All workers,Labor productivity,Index (2012=100),92.359,92.107,96.230,99.257,98.098,100.000,99.614,99.771,100.357,101.217,101.864,103.015,104.958,110.948,113.105,111.079
Private nonfarm,Northeast,All workers,Real value-added output,Index (2012=100),94.626,93.830,93.000,96.128,96.640,100.000,100.429,102.228,105.122,107.217,108.510,111.419,114.364,109.133,116.520,119.510
Private nonfarm,Northeast,All workers,Hours worked,Index (2012=100),102.455,101.871,96.644,96.847,98.514,100.000,100.817,102.463,104.748,105.928,106.524,108.158,108.962,98.364,103.019,107.590
Private nonfarm,Northeast,All workers,Employment,Index (2012=100),101.352,101.459,97.985,97.353,98.617,100.000,100.935,102.468,104.183,105.778,106.852,108.411,109.513,99.671,103.215,108.583
Private nonfarm,Northeast,All workers,Output per worker,Index (2012=100),93.364,92.481,94.913,98.741,97.995,100.000,99.499,99.766,100.902,101.360,101.552,102.774,104.430,109.493,112.890,110.063
Private nonfarm,Northeast,All workers,Real hourly compensation,Index (2012=100),100.262,98.976,98.887,100.789,99.470,100.000,99.706,101.262,103.119,102.228,103.286,103.968,105.942,114.411,114.858,110.520
Private nonfarm,Northeast,All workers,Hourly compensation,Index (2012=100),91.447,93.772,93.551,95.834,97.904,100.000,100.993,104.047,106.779,107.686,111.567,114.666,118.880,130.562,135.583,141.145
Private nonfarm,Northeast,All workers,Value-added output price deflator,Index (2012=100),92.555,93.713,94.993,95.977,97.653,100.000,102.173,104.456,106.453,108.093,110.028,112.679,114.978,116.764,121.006,127.811
Private nonfarm,Northeast,All workers,Labor compensation,Index (2012=100),93.692,95.527,90.411,92.813,96.449,100.000,101.818,106.609,111.848,114.070,118.846,124.020,129.534,128.425,139.677,151.857
Private nonfarm,Northeast,All workers,Real labor compensation,Index (2012=100),102.723,100.828,95.568,97.611,97.992,100.000,100.521,103.756,108.015,108.288,110.025,112.450,115.436,112.539,118.326,118.908
Private nonfarm,Northeast,All workers,Unit labor costs,Index (2012=100),99.013,101.808,97.216,96.551,99.802,100.000,101.384,104.285,106.398,106.391,109.525,111.310,113.264,117.678,119.874,127.067
Private nonfarm,Northeast,All workers,Employment,Thousands of jobs,23655.1,23680.2,22869.3,22721.9,23016.9,23339.6,23557.8,23915.7,24315.9,24688.3,24938.8,25302.7,25560.0,23262.8,24090.0,25342.8
Private nonfarm,Northeast,All workers,Hours worked,Millions of hours,"40,170.201","39,941.436","37,891.885","37,971.480","38,625.112","39,207.765","39,528.184","40,173.277","41,069.258","41,531.883","41,765.795","42,406.253","42,721.490","38,566.217","40,391.482","42,183.510"
Private nonfarm,Northeast,All workers,Real labor compensation,Millions of 2012 dollars,"1,574,480.729","1,545,444.311","1,464,820.864","1,496,130.835","1,501,966.066","1,532,748.531","1,540,738.329","1,590,316.385","1,655,591.519","1,659,776.139","1,686,407.624","1,723,575.350","1,769,345.998","1,724,933.299","1,813,635.760","1,822,559.120"
Private nonfarm,Northeast,All workers,Value-added output,Millions of current dollars,"2,406,212.876","2,415,833.038","2,427,137.453","2,534,756.115","2,592,769.522","2,747,394.111","2,819,118.372","2,933,772.022","3,074,477.629","3,184,055.257","3,280,147.343","3,449,222.696","3,612,655.817","3,500,931.059","3,873,697.607","4,196,531.092"
Private nonfarm,Northeast,All workers,Labor compensation,Millions of current dollars,"1,508,149.458","1,537,679.949","1,455,334.557","1,493,995.517","1,552,527.633","1,609,689.401","1,638,959.792","1,716,069.812","1,800,411.072","1,836,167.463","1,913,049.031","1,996,341.184","2,085,090.762","2,067,251.004","2,248,363.353","2,444,426.701"
Private nonfarm,Northeast,All workers,Real hourly compensation,2012 dollars per hour worked,39.195,38.693,38.658,39.401,38.886,39.093,38.978,39.586,40.312,39.964,40.378,40.644,41.416,44.727,44.901,43.205
Private nonfarm,Northeast,All workers,Hourly compensation,Current dollars per hour worked,37.544,38.498,38.408,39.345,40.195,41.055,41.463,42.717,43.838,44.211,45.804,47.077,48.807,53.603,55.664,57.947
Private nonfarm,Northeast,All workers,Labor productivity,% Change from previous year,N.A.,-0.3,4.5,3.1,-1.2,1.9,-0.4,0.2,0.6,0.9,0.6,1.1,1.9,5.7,1.9,-1.8
Private nonfarm,Northeast,All workers,Real value-added output,% Change from previous year,N.A.,-0.8,-0.9,3.4,0.5,3.5,0.4,1.8,2.8,2.0,1.2,2.7,2.6,-4.6,6.8,2.6
Private nonfarm,Northeast,All workers,Hours worked,% Change from previous year,N.A.,-0.6,-5.1,0.2,1.7,1.5,0.8,1.6,2.2,1.1,0.6,1.5,0.7,-9.7,4.7,4.4
Private nonfarm,Northeast,All workers,Employment,% Change from previous year,N.A.,0.1,-3.4,-0.6,1.3,1.4,0.9,1.5,1.7,1.5,1.0,1.5,1.0,-9.0,3.6,5.2
Private nonfarm,Northeast,All workers,Output per worker,% Change from previous year,N.A.,-0.9,2.6,4.0,-0.8,2.0,-0.5,0.3,1.1,0.5,0.2,1.2,1.6,4.8,3.1,-2.5
Private nonfarm,Northeast,All workers,Real hourly compensation,% Change from previous year,N.A.,-1.3,-0.1,1.9,-1.3,0.5,-0.3,1.6,1.8,-0.9,1.0,0.7,1.9,8.0,0.4,-3.8
Private nonfarm,Northeast,All workers,Hourly compensation,% Change from previous year,N.A.,2.5,-0.2,2.4,2.2,2.1,1.0,3.0,2.6,0.9,3.6,2.8,3.7,9.8,3.8,4.1
Private nonfarm,Northeast,All workers,Value-added output,% Change from previous year,N.A.,0.4,0.5,4.4,2.3,6.0,2.6,4.1,4.8,3.6,3.0,5.2,4.7,-3.1,10.6,8.3
Private nonfarm,Northeast,All workers,Value-added output price deflator,% Change from previous year,N.A.,1.3,1.4,1.0,1.7,2.4,2.2,2.2,1.9,1.5,1.8,2.4,2.0,1.6,3.6,5.6
Private nonfarm,Northeast,All workers,Labor compensation,% Change from previous year,N.A.,2.0,-5.4,2.7,3.9,3.7,1.8,4.7,4.9,2.0,4.2,4.4,4.4,-0.9,8.8,8.7
Private nonfarm,Northeast,All workers,Real labor compensation,% Change from previous year,N.A.,-1.8,-5.2,2.1,0.4,2.0,0.5,3.2,4.1,0.3,1.6,2.2,2.7,-2.5,5.1,0.5
Private nonfarm,Northeast,All workers,Unit labor costs,% Change from previous year,N.A.,2.8,-4.5,-0.7,3.4,0.2,1.4,2.9,2.0,0.0,2.9,1.6,1.8,3.9,1.9,6.0
Private nonfarm,South,All workers,Labor productivity,Index (2012=100),92.718,94.177,97.508,100.036,100.014,100.000,100.695,100.751,102.570,102.979,103.680,104.097,105.694,108.857,109.734,108.401
Private nonfarm,South,All workers,Real value-added output,Index (2012=100),96.764,96.274,92.912,95.340,97.378,100.000,102.314,105.379,109.357,111.272,114.051,117.500,120.782,116.451,124.292,127.875
Private nonfarm,South,All workers,Hours worked,Index (2012=100),104.364,102.227,95.287,95.306,97.364,100.000,101.607,104.594,106.617,108.054,110.002,112.876,114.275,106.976,113.267,117.965
Private nonfarm,South,All workers,Employment,Index (2012=100),103.383,102.112,97.034,96.081,97.715,100.000,101.925,104.399,106.881,109.043,111.074,113.657,115.349,109.573,114.734,119.932
Private nonfarm,South,All workers,Output per worker,Index (2012=100),93.598,94.283,95.752,99.229,99.655,100.000,100.382,100.939,102.317,102.044,102.681,103.381,104.710,106.277,108.331,106.623
Private nonfarm,South,All workers,Real hourly compensation,Index (2012=100),98.000,97.678,101.614,100.330,99.174,100.000,99.685,100.417,103.197,103.372,105.303,106.637,108.485,114.884,113.638,112.397
Private nonfarm,South,All workers,Hourly compensation,Index (2012=100),88.044,91.134,93.667,95.146,97.037,100.000,101.483,103.954,106.978,108.501,111.710,115.242,119.271,128.059,133.750,143.130
Private nonfarm,South,All workers,Value-added output price deflator,Index (2012=100),92.340,94.837,93.863,95.684,98.176,100.000,101.852,103.472,102.537,103.165,105.471,108.377,109.645,109.670,116.607,126.699
Private nonfarm,South,All workers,Labor compensation,Index (2012=100),91.887,93.164,89.252,90.680,94.479,100.000,103.114,108.729,114.057,117.239,122.884,130.080,136.297,136.992,151.494,168.843
Private nonfarm,South,All workers,Real labor compensation,Index (2012=100),102.277,99.854,96.824,95.620,96.559,100.000,101.288,105.030,110.026,111.697,115.836,120.368,123.971,122.898,128.714,132.588
Private nonfarm,South,All workers,Unit labor costs,Index (2012=100),94.959,96.769,96.060,95.112,97.024,100.000,100.782,103.178,104.298,105.363,107.745,110.707,112.845,117.639,121.886,132.038
Private nonfarm,South,All workers,Employment,Thousands of jobs,44986.9,44433.5,42224.2,41809.3,42520.5,43514.7,44352.2,45429.1,46508.9,47449.9,48333.4,49457.6,50193.7,47680.3,49926.1,52188.0
Private nonfarm,South,All workers,Hours worked,Millions of hours,"80,034.272","78,395.323","73,072.815","73,087.679","74,665.719","76,687.407","77,920.104","80,210.075","81,762.186","82,863.638","84,358.064","86,561.463","87,634.803","82,036.991","86,861.330","90,463.944"
Private nonfarm,South,All workers,Real labor compensation,Millions of 2012 dollars,"2,583,568.366","2,522,358.150","2,445,833.922","2,415,423.883","2,439,136.982","2,526,056.755","2,558,588.990","2,653,108.772","2,779,311.246","2,821,527.284","2,926,071.452","3,040,555.590","3,131,581.385","3,104,476.347","3,251,384.861","3,349,252.391"
Private nonfarm,South,All workers,Value-added output,Millions of current dollars,"3,898,990.288","3,984,138.940","3,805,526.220","3,980,703.244","4,171,679.688","4,363,601.763","4,547,249.472","4,757,967.867","4,892,979.521","5,009,162.664","5,249,028.457","5,556,748.055","5,778,795.034","5,572,844.082","6,324,321.503","7,069,717.767"
